CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,FCLTY_NM,RPRSNTV_TEL_NO,ZIP_NO,FCLTY_ADDR,FCLTY_DETAIL_ADDR,MAIN_ITEM_CD,MAIN_ITEM_NM,FCLTY_CRDNT_LO,FCLTY_CRDNT_LA,COURSE_FLAG_CD,COURSE_ITEM_NM,COURSE_NM
"11","서울","11530","구로구","보나필라테스","0228422772","08277","서울특별시 구로구 개봉로23가길 31","6층 보나필라테스(개봉동)","79","필라테스","126.8580866","37.4953022","장애인강좌",,
"11","서울","11350","노원구","복싱팩토리짐","07089595425","01682","서울특별시 노원구 한글비석로23길 2","3충  복싱팩토리짐(상계동)","76","복싱","127.0712470","37.6607212","장애인강좌",,
"11","서울","11260","중랑구","박현미탁구클럽","07042259277","02002","서울특별시 중랑구 동일로 937","5층 박현미탁구클럽(묵동)","21","탁구","127.0764923","37.6140011","장애인강좌",,
"11","서울","11500","강서구","현대태권도","0236635673","07534","서울특별시 강서구 양천로 507","상가3층 현대태권도(가양동, 강나루현대아파트)","22","태권도","126.8569328","37.5608928","장애인강좌",,
"11","서울","11530","구로구","경희대스페셜태권도줄넘기","0220660606","08365","서울특별시 구로구 천왕로 36","304호 경희대스페셜태권도줄넘기(천왕동)","22","태권도","126.8393789","37.4808802","장애인강좌",,
"11","서울","11650","서초구","꿈꾸는탁구클럽",,"06763","서울특별시 서초구 바우뫼로6길 46","동우빌딩(우면동)","21","탁구","127.0273793","37.4688116","장애인강좌",,
"11","서울","11410","서대문구","경희대신화태권도","023030501","03681","서울특별시 서대문구 응암로 61","4층(북가좌동)","22","태권도","126.9101823","37.5787862","장애인강좌",,
"11","서울","11350","노원구","킨더윌언어심리전문센터","029393421","01684","서울특별시 노원구 상계로23다길 13-8","10호 1층(상계동, 노원 아이파크)","03","기타종목","127.0694006","37.6598913","장애인강좌",,
"11","서울","11560","영등포구","킹스키즈센터",,"07345","서울특별시 영등포구 여의동로 213","지하 1층 상가 101호, 105호   킹스키즈센터(여의도동, 여의도금호리첸시아)","03","기타종목","126.9396473","37.5185998","장애인강좌",,
"11","서울","11560","영등포구","사단법인 영등포구스포츠클럽","0262657330","07429","서울특별시 영등포구 디지털로 413","메리클빌딩 지하1층 (대림동)","21","탁구","126.9041636","37.4934561","장애인강좌",,
"11","서울","11710","송파구","리더스포츠","024072272","05805","서울특별시 송파구 동남로 108","지하1층 B 102호 리더짐(문정동)","04","농구","127.1233728","37.4896516","장애인강좌",,
"11","서울","11740","강동구","한국체대석사태풍태권도","024705877","05344","서울특별시 강동구 양재대로116길 95","2층(길동)","22","태권도","127.1457382","37.5376716","장애인강좌",,
"11","서울","11560","영등포구","프라이드필라테스","028329682","07433","서울특별시 영등포구 여의대방로 95","4층 프라이드필라테스(신길동)","79","필라테스","126.9171529","37.4976542","장애인강좌",,
"11","서울","11740","강동구","검도교실경당","024826566","05325","서울특별시 강동구 구천면로 267","검도교실경당(천호동)","01","검도","127.1322074","37.5441337","장애인강좌",,
"11","서울","11500","강서구","품태권스쿨","0236649007","07564","서울특별시 강서구 공항대로59길 41","2층 품태권스쿨(등촌동)","22","태권도","126.8633710","37.5535444","장애인강좌",,
"11","서울","11470","양천구","경희대정석태권도",,"08053","서울특별시 양천구 신정로7길 60-14","대승프라자4층 402호(신정동)","22","태권도","126.8392709","37.5125524","장애인강좌",,
"11","서울","11590","동작구","이소영탁구교실","028147110","07065","서울특별시 동작구 여의대방로 22","상가동 145, 146호(신대방동, 우성아파트)","21","탁구","126.9115326","37.4920816","장애인강좌",,
"11","서울","11380","은평구","경희대중앙태권도","023831113","03416","서울특별시 은평구 역말로 37","201호(역촌동)","22","태권도","126.9143559","37.6059802","장애인강좌",,
"11","서울","11680","강남구","포텐PT",,"06110","서울특별시 강남구 학동로4길 18","지하1층(논현동)","25","헬스","127.0231828","37.5102582","장애인강좌",,
"11","서울","11740","강동구","경희대청무체육관","024700430","05330","서울특별시 강동구 구천면로 258","3층 경희대청무체육관(천호동)","22","태권도","127.1319219","37.5432302","장애인강좌",,
"11","서울","11380","은평구","연신내복싱클럽","023851282","03386","서울특별시 은평구 연서로26길 4","4층(대조동)","76","복싱","126.9199338","37.6171283","장애인강좌",,
"11","서울","11680","강남구","SDTA태권도교육관","0234110712","06342","서울특별시 강남구 양재대로55길 31","동성빌딩5층(일원동)","22","태권도","127.0870125","37.4929303","장애인강좌",,
"11","서울","11650","서초구","내아이발달센터(서초)","0274352468","06785","서울특별시 서초구 동산로 32","지하1층 내아이발달센터(양재동, 세정빌)","03","기타종목","127.0428021","37.4704077","장애인강좌",,
"11","서울","11650","서초구","경희대최강태권도","0220571323","06800","서울특별시 서초구 헌릉로8길 9-8","2층 경희대최강태권도(내곡동)","22","태권도","127.0599237","37.4567153","장애인강좌",,
"11","서울","11710","송파구","포올태권도 운동발달센터","024487983","05656","서울특별시 송파구 양재대로72길 18","백조상가 2층 포올태권도 운동발달센터(오금동)","22","태권도","127.1287636","37.5090801","장애인강좌",,
"11","서울","11260","중랑구","마음열기 태권도장","029790677","02019","서울특별시 중랑구 공릉로12가길 41","3층 마음열기 태권도장(묵동)","22","태권도","127.0816845","37.6175349","장애인강좌",,
"11","서울","11650","서초구","국가대표엠티에이태권도","025736004","06781","서울특별시 서초구 동산로13길 6","2층(양재동)","22","태권도","127.0454002","37.4721853","장애인강좌",,
"11","서울","11380","은평구","경희대태권도","023755777","03434","서울특별시 은평구 갈현로1길 24","2층 경희대태권도(신사동)","22","태권도","126.9076399","37.5994943","장애인강좌",,
"11","서울","11215","광진구","따숨",,"04961","서울특별시 광진구 자양로 284","2층(구의동)","03","기타종목","127.0918282","37.5511103","장애인강좌",,
"11","서울","11350","노원구","지음발달재활센터","0264011004","01849","서울특별시 노원구 동일로 986","102동 211 A호(공릉동, 노원 프레미어스 엠코)","03","기타종목","127.0762120","37.6184810","장애인강좌",,
"11","서울","11470","양천구","국가대표스타클래스태권도장",,"08017","서울특별시 양천구 목동동로8길 23","501호(신정동)","22","태권도","126.8714868","37.5168559","장애인강좌",,
"11","서울","11260","중랑구","복싱타임","024348212","02051","서울특별시 중랑구 동일로 802","401호 복싱타임(중화동)","76","복싱","127.0797178","37.6020892","장애인강좌",,
"11","서울","11350","노원구","상계탁구",,"01662","서울특별시 노원구 덕릉로83길 9-20","3층(중계동)","21","탁구","127.0738860","37.6596092","장애인강좌",,
"11","서울","11590","동작구","경희대태권스쿨","028123255","06940","서울특별시 동작구 등용로 127","대방동 현대아파트 103동 상가 3층 경희대태권스쿨(대방동, 대방동현대아파트)","22","태권도","126.9306714","37.5129359","장애인강좌",,
"11","서울","11215","광진구","킹태권도장","024527789","04977","서울특별시 광진구 광나루로37길 24","2층(구의동)","22","태권도","127.0882162","37.5457907","장애인강좌",,
"11","서울","11140","중구","남산타운문화체육센터","0222808488","04595","서울특별시 중구 다산로 32","남산타운문화체육센터 3층(신당동, 남산타운)","03","기타종목","127.0097435","37.5500494","장애인강좌",,
"11","서울","11590","동작구","국가대표넘버원태권도","028145186","06918","서울특별시 동작구 만양로 26","건영아파트상가218호(상도동, 건영아파트)","22","태권도","126.9499848","37.5077626","장애인강좌",,
"11","서울","11200","성동구","마요재활트레이닝센터",,"04716","서울특별시 성동구 독서당로59길 84","신동아 상가  205호(행당동)","25","헬스","127.0336747","37.5552743","장애인강좌",,
"11","서울","11590","동작구","상도태권도","028213152","06959","서울특별시 동작구 상도로22길 46","2층 상도태권도(상도동)","22","태권도","126.9370820","37.5014093","장애인강좌",,
"11","서울","11590","동작구","상도태권도 신상도점","028261570","07047","서울특별시 동작구 장승배기로 7","3층 상도태권도(상도동)","22","태권도","126.9434217","37.4993290","장애인강좌",,
"11","서울","11290","성북구","경희삼선체육관","027439158","02869","서울특별시 성북구 보문로29다길 7","3층 경희삼선체육관(삼선동3가)","22","태권도","127.0133605","37.5855426","장애인강좌",,
"11","서울","11110","종로구","종로청운스포렉스","0216610835","03032","서울특별시 종로구 자하문로 105","종로청운스포렉스(청운동)","12","수영","126.9694729","37.5859506","장애인강좌",,
"11","서울","11320","도봉구","창동탁구클럽","029452430","01403","서울특별시 도봉구 노해로63길 51","상아프라자 지하1층 창동탁구클럽(창동)","21","탁구","127.0448050","37.6526883","장애인강좌",,
"11","서울","11500","강서구","용인대대명태권도","0226623007","07798","서울특별시 강서구 마곡서로 133","713동 205호(마곡동, 마곡엠밸리7단지)","22","태권도","126.8229812","37.5651924","장애인강좌",,
"11","서울","11110","종로구","좋은습관 PT STUDIO 서대문",,"03165","서울특별시 종로구 송월길 99","제상가동 2층 2211호(홍파동, 경희궁자이 2단지)","03","기타종목","126.9638824","37.5708754","장애인강좌",,
"11","서울","11170","용산구","펠든크라이스다움",,"04322","서울특별시 용산구 한강대로 205","D2911(한강로1가, 용산파크자이)","03","기타종목","126.9729276","37.5365320","장애인강좌",,
"11","서울","11380","은평구","화랑태권도","023857853","03418","서울특별시 은평구 연서로 37","3층 화랑태권도(역촌동)","22","태권도","126.9155514","37.6025674","장애인강좌",,
"11","서울","11230","동대문구","경희태권도","029646801","02463","서울특별시 동대문구 제기로 131","한신상가 5층(청량리동, 한신아파트)","22","태권도","127.0494012","37.5881072","장애인강좌",,
"11","서울","11500","강서구","유연필라테스","0226067382","07714","서울특별시 강서구 강서로 177","6층 601호(화곡동)","79","필라테스","126.8395042","37.5421838","장애인강좌",,
"11","서울","11215","광진구","타운케이휘트니스","024471246","05100","서울특별시 광진구 뚝섬로 632","3층(자양동)","25","헬스","127.0797369","37.5317929","장애인강좌",,
"11","서울","11350","노원구","잇요가",,"01779","서울특별시 노원구 섬밭로 258","5층 잇요가(중계동)","78","요가","127.0648461","37.6388763","장애인강좌",,
